Grades Report for 202301,,,,,,,,,,,,,,,,,
Course,Numbe,Section,Course Title,A,B,C,D,F,P,F(P),W,I,SCP,SCN,SCD,Instructor,Honor
MKT,4270,4,International Marketing,93%,5%,3%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Wang, Xianyong",
MKT,4270,5,International Marketing,94%,5%,2%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Moore, Jesse N",
MKT,4270,6,International Marketing,97%,3%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Lopez, Jonathan D",
MKT,4310,1,Marketing Research,70%,30%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Giebelhausen,",
,,,,,,,,,,,,,,,,Michael David,
MKT,4310,2,Marketing Research,23%,48%,25%,3%,3%,0%,0%,0%,0%,0%,0%,0%,"Weathers, Peter D",
MKT,4310,3,Marketing Research,25%,53%,20%,3%,0%,0%,0%,0%,0%,0%,0%,0%,"Weathers, Peter D",
MKT,4310,4,Marketing Research,53%,45%,2%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Swain, Scott Darren",
MKT,4330,1,Sport Mkt Strategy,52%,36%,12%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Fine, Amanda Cooper",
MKT,4330,2,Sport Mkt Strategy,53%,33%,15%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Fine, Amanda Cooper",
MKT,4500,1,Strategic Mktg Mgt,21%,70%,9%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Cauley, Michele",
,,,,,,,,,,,,,,,,Melton,
MKT,4500,2,Strategic Mktg Mgt,9%,76%,15%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Cauley, Michele",
,,,,,,,,,,,,,,,,Melton,
MKT,4500,3,Strategic Mktg Mgt,60%,34%,3%,0%,0%,0%,0%,3%,0%,0%,0%,0%,"Stone, Adam C",
MKT,4500,4,Strategic Mktg Mgt,89%,11%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Stone, Adam C",
MKT,4500,5,Strategic Mktg Mgt,41%,47%,12%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Stone, Adam C",
MKT,4500,6,Strategic Mktg Mgt,47%,47%,6%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Stone, Adam C",
Course Sections that meet the following conditions are not included: Undergraduate classes with less than 10 students or Graduate classes with less than 5,,,,,,,,,,,,,,,,,
students.,"In addition, if a section has all but 1 student making a common grade (example: All but one student makes a ""B"" in a class), the section is excluded.",,,,,,,,,,,,,,,,
"Wednesday, July 5, 2023",,,,,,,,,,,,,,,,Page 117 of 151,
Grades Report for 202301,,,,,,,,,,,,,,,,,
Course,Numbe,Section,Course Title,A,B,C,D,F,P,F(P),W,I,SCP,SCN,SCD,Instructor,Honor
MKT,4950,1,Qualitative Research Meth,89%,9%,0%,0%,3%,0%,0%,0%,0%,0%,0%,0%,"Thyroff, Anastasia",
,,,,,,,,,,,,,,,,Elizabeth,
MKT,4950,2,Selling in Healthcare,97%,0%,3%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Dean, Kristen Wood",
MKT,4950,3,Digital Marketing,96%,2%,2%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Flynn, Kevin Andrew",
MKT,4950,4,Digital Marketing,90%,10%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Flynn, Kevin Andrew",
MKT,8280,1,Services Marketing,78%,22%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Giebelhausen,",
,,,,,,,,,,,,,,,,Michael David,
MKT,8620,1,Multivar Stats for Mkt Dat,52%,43%,4%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Swain, Scott Darren",
MKT,8640,1,Qualitative Marketing Res,83%,17%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Siemens, Jennifer",
,,,,,,,,,,,,,,,,Dianne,
MKT,8700,2,Master's Research Project,87%,13%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Akpinar Ferrand, Ezgi",
MSE,2100,1,Intro to Materials Science,41%,29%,15%,6%,4%,0%,0%,1%,3%,0%,0%,0%,"Peng, Fei",
MSE,2100,2,Intro to Materials Science,61%,28%,6%,1%,0%,0%,0%,4%,0%,0%,0%,0%,"Pani, Rakhee",
MSE,2100,3,Intro to Materials Science,14%,35%,29%,10%,4%,0%,0%,7%,0%,0%,0%,0%,"Aidhy, Dilpuneet",
MSE,2100,4,Intro to Materials Science,21%,32%,18%,11%,11%,0%,0%,8%,0%,0%,0%,0%,"Weirich, Kimberly L",
MSE,3100,1,Intro to Metals and Cerami,62%,23%,8%,0%,8%,0%,0%,0%,0%,0%,0%,0%,"Kennedy, Marian S",
MSE,3190,1,Materials Processing,68%,26%,4%,1%,0%,0%,0%,2%,0%,0%,0%,0%,"Pani, Rakhee",
MSE,3270,1,Transport Phenomena,33%,43%,10%,10%,5%,0%,0%,0%,0%,0%,0%,0%,"Schiller, Ulf Daniel",
MSE,4020,1,Fundamentals of Solid Stat,63%,30%,7%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Hawkins, Thomas W",
MSE,4150,1,Polymer Science & Enginee,71%,20%,6%,0%,1%,0%,0%,1%,0%,0%,0%,0%,"Urban, Marek W",
MSE,4170,1,Innov Sustainable Energy,83%,17%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Johnson, Mark Alan",
MSE,4220,1,Mech Behavior of Mat,47%,53%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Blouin, Vincent Yves",
,,,,,,,,,,,,,,,,Marie,
MSE,8000,1,Seminar in Materials Resea,0%,0%,0%,0%,0%,100%,0%,0%,0%,0%,0%,0%,"Kuksenok, Olga",
MSE,8000,2,Seminar in Materials Resea,0%,0%,0%,0%,0%,100%,0%,0%,0%,0%,0%,0%,"Kuksenok, Olga",
MSE,8200,1,Def Mech in Solids,77%,23%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Kennedy, Marian S",
Course Sections that meet the following conditions are not included: Undergraduate classes with less than 10 students or Graduate classes with less than 5,,,,,,,,,,,,,,,,,
students.,"In addition, if a section has all but 1 student making a common grade (example: All but one student makes a ""B"" in a class), the section is excluded.",,,,,,,,,,,,,,,,
"Wednesday, July 5, 2023",,,,,,,,,,,,,,,,Page 118 of 151,
Grades Report for 202301,,,,,,,,,,,,,,,,,
Course,Numbe,Section,Course Title,A,B,C,D,F,P,F(P),W,I,SCP,SCN,SCD,Instructor,Honor
MSE,8260,1,Phase Equil Mat Sys,19%,75%,6%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Foulger, Stephen H.",
MSE,8900,7,Computational Mat Sci,67%,27%,0%,0%,0%,0%,0%,7%,0%,0%,0%,0%,"Martinez Saez,",
,,,,,,,,,,,,,,,,Enrique,
MSE,9910,2,Doctoral Dissertation Rese,0%,0%,0%,0%,0%,100%,0%,0%,0%,0%,0%,0%,"Ballato, John M",
MSE,9910,5,Doctoral Dissertation Rese,0%,0%,0%,0%,0%,100%,0%,0%,0%,0%,0%,0%,"Brinkman, Kyle S",
MSE,9910,20,Doctoral Dissertation Rese,0%,0%,0%,0%,0%,100%,0%,0%,0%,0%,0%,0%,"Tong, Jianhua",
MUSC,1110,5,Beginning Class Guitar,80%,20%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Newbrough, Steven T",
MUSC,1420,1,Music Theory I,44%,19%,25%,6%,6%,0%,0%,0%,0%,0%,0%,0%,"Jacobus, Rhea Beth",
MUSC,1430,1,Aural Skills I,19%,31%,31%,6%,13%,0%,0%,0%,0%,0%,0%,0%,"Jacobus, Rhea Beth",
MUSC,1440,2,Music Theory II,50%,40%,10%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Crosby, Lauren",
,,,,,,,,,,,,,,,,Hartburg,
MUSC,1450,2,Aural Skills II,50%,40%,10%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Crosby, Lauren",
,,,,,,,,,,,,,,,,Hartburg,
MUSC,1510,2,Applied Music,88%,0%,0%,0%,0%,0%,0%,13%,0%,0%,0%,0%,"Doyel, Jonathan",
,,,,,,,,,,,,,,,,Edward,
MUSC,1520,19,Applied Music,50%,25%,25%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Knight, Adam Michael",
MUSC,1800,1,Intro to Music Tech,27%,73%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Altstatt, Hamilton S",
MUSC,2100,2,Music in the Western Worl,97%,3%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Conley, David A.",
MUSC,2100,9,Music in the Western Worl,45%,39%,10%,0%,0%,0%,0%,6%,0%,0%,0%,0%,"Kibler, Lea F",
MUSC,2100,11,Music in the Western Worl,88%,13%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Warlick, Leslie Taylor",
MUSC,2100,19,Music in the Western Worl,26%,39%,19%,6%,10%,0%,0%,0%,0%,0%,0%,0%,"Jacobus, Rhea Beth",
MUSC,2100,20,Music in the Western Worl,35%,42%,13%,6%,0%,0%,0%,3%,0%,0%,0%,0%,"Jacobus, Rhea Beth",
MUSC,2520,2,Applied Music,86%,14%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Doyel, Jonathan",
,,,,,,,,,,,,,,,,Edward,
MUSC,3120,1,History of Jazz,83%,8%,0%,4%,4%,0%,0%,0%,0%,0%,0%,0%,"Lapin, Eric J",
MUSC,3140,1,World Music,55%,23%,10%,10%,3%,0%,0%,0%,0%,0%,0%,0%,"Buyer, Paul L",
Course Sections that meet the following conditions are not included: Undergraduate classes with less than 10 students or Graduate classes with less than 5,,,,,,,,,,,,,,,,,
students.,"In addition, if a section has all but 1 student making a common grade (example: All but one student makes a ""B"" in a class), the section is excluded.",,,,,,,,,,,,,,,,
"Wednesday, July 5, 2023",,,,,,,,,,,,,,,,Page 119 of 151,
Grades Report for 202301,,,,,,,,,,,,,,,,,
Course,Numbe,Section,Course Title,A,B,C,D,F,P,F(P),W,I,SCP,SCN,SCD,Instructor,Honor
MUSC,3180,1,Hist of Audio Tech,39%,22%,33%,0%,6%,0%,0%,0%,0%,0%,0%,0%,"Whisler, Bruce Allen",
MUSC,3700,1,Clemson University Singers,96%,2%,0%,0%,0%,0%,0%,1%,1%,0%,0%,0%,"Bernarducci,",
,,,,,,,,,,,,,,,,Anthony,
MUSC,3710,1,Women's Chorus,95%,0%,0%,0%,0%,0%,0%,5%,0%,0%,0%,0%,"Ritter, Laura",
,,,,,,,,,,,,,,,,Lingerfelt,
MUSC,4160,2,Mus Hist Since 1750,53%,37%,5%,5%,0%,0%,0%,0%,0%,0%,0%,0%,"Li-Bleuel, Linda L",
NPL,3000,1,Nonprofit Leadership,58%,33%,4%,0%,0%,0%,0%,0%,4%,0%,0%,0%,"McGuire, Francis A",
NPL,3000,2,Nonprofit Leadership,67%,25%,8%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Tucker, Teresa",
,,,,,,,,,,,,,,,,Walton,
NPL,3000,3,Nonprofit Leadership,65%,4%,22%,4%,0%,0%,0%,4%,0%,0%,0%,0%,"Ruiz Sportman, Anne",
,,,,,,,,,,,,,,,,Stefanie,
NPL,3000,5,Nonprofit Leadership,79%,10%,3%,0%,7%,0%,0%,0%,0%,0%,0%,0%,"Glaze, Coleman Lane",
NPL,3000,6,Nonprofit Leadership,83%,9%,4%,0%,4%,0%,0%,0%,0%,0%,0%,0%,"Garst, Stephanie",
,,,,,,,,,,,,,,,,Perler,
NPL,3000,7,Nonprofit Leadership,75%,13%,0%,0%,6%,0%,0%,6%,0%,0%,0%,0%,"Brookover, Corey",
,,,,,,,,,,,,,,,,Douglas,
NPL,3000,8,Nonprofit Leadership,71%,14%,0%,0%,7%,0%,0%,7%,0%,0%,0%,0%,"Brookover, Corey",
,,,,,,,,,,,,,,,,Douglas,
NPL,3000,9,Nonprofit Leadership,86%,10%,5%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Glaze, Coleman Lane",
NPL,3000,10,Nonprofit Leadership,79%,17%,4%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Glaze, Coleman Lane",
NPL,3000,11,Nonprofit Leadership,83%,13%,0%,0%,3%,0%,0%,0%,0%,0%,0%,0%,"Ruiz Sportman, Anne",
,,,,,,,,,,,,,,,,Stefanie,
NPL,3000,12,Nonprofit Leadership,79%,14%,4%,0%,4%,0%,0%,0%,0%,0%,0%,0%,"McGuire, Francis A",
NPL,3000,13,Nonprofit Leadership,73%,13%,0%,3%,7%,0%,0%,3%,0%,0%,0%,0%,"Garst, Stephanie",
,,,,,,,,,,,,,,,,Perler,
NPL,3000,14,Nonprofit Leadership,74%,9%,9%,0%,9%,0%,0%,0%,0%,0%,0%,0%,"Dubin, Alexsandra Jo",
NPL,3000,15,Nonprofit Leadership,72%,21%,0%,0%,3%,0%,0%,3%,0%,0%,0%,0%,"Tucker, Teresa",
,,,,,,,,,,,,,,,,Walton,
Course Sections that meet the following conditions are not included: Undergraduate classes with less than 10 students or Graduate classes with less than 5,,,,,,,,,,,,,,,,,
students.,"In addition, if a section has all but 1 student making a common grade (example: All but one student makes a ""B"" in a class), the section is excluded.",,,,,,,,,,,,,,,,
"Wednesday, July 5, 2023",,,,,,,,,,,,,,,,Page 120 of 151,
Grades Report for 202301,,,,,,,,,,,,,,,,,
Course,Numbe,Section,Course Title,A,B,C,D,F,P,F(P),W,I,SCP,SCN,SCD,Instructor,Honor
NPL,3000,16,Nonprofit Leadership,74%,9%,9%,6%,0%,0%,0%,0%,3%,0%,0%,0%,"Brookover, Corey",
,,,,,,,,,,,,,,,,Douglas,
NPL,3010,1,NPL Stakeholders,80%,20%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Glaze, Coleman Lane",
NPL,3020,2,NPL Fundraising,78%,19%,0%,4%,0%,0%,0%,0%,0%,0%,0%,0%,"Phillips, Joan Laura",
NPL,3030,1,NPL Personnel,76%,8%,12%,0%,4%,0%,0%,0%,0%,0%,0%,0%,"Boulware, Callie",
,,,,,,,,,,,,,,,,Kaiser,
NPL,3030,2,NPL Personnel,63%,13%,17%,8%,0%,0%,0%,0%,0%,0%,0%,0%,"Boulware, Callie",
,,,,,,,,,,,,,,,,Kaiser,
NPL,3040,1,NPL Risk Management,68%,28%,4%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Dubin, Alexsandra Jo",
NPL,3040,2,NPL Risk Management,54%,35%,8%,0%,0%,0%,0%,4%,0%,0%,0%,0%,"Dubin, Alexsandra Jo",
NPL,3050,1,Strat Social Media for NP,78%,16%,3%,0%,0%,0%,0%,3%,0%,0%,0%,0%,"Plake, Randi",
,,,,,,,,,,,,,,,,Alexandra,
NPL,3050,2,Strat Social Media for NP,83%,14%,2%,2%,0%,0%,0%,0%,0%,0%,0%,0%,"Plake, Randi",
,,,,,,,,,,,,,,,,Alexandra,
NPL,4900,2,Non-Profit Lead Preceptor,0%,0%,0%,0%,0%,100%,0%,0%,0%,0%,0%,0%,"Brookover, Corey",
,,,,,,,,,,,,,,,,Douglas,
NURS,1400,4,Fostering Innovation in Nu,90%,10%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Branyon, Charlotte",
,,,,,,,,,,,,,,,,Anne Grover,
NURS,3030,101,Nursing of Adults,20%,78%,0%,2%,0%,0%,0%,0%,0%,0%,0%,0%,"Burgess, Lena Marie",
NURS,3030,201,Nursing of Adults,41%,53%,4%,0%,0%,0%,0%,2%,0%,0%,0%,0%,"Torres, Beatriz",
NURS,3030,401,Nursing of Adults,35%,61%,4%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Torres, Beatriz",
NURS,3040,1,Pathophysiology,44%,31%,13%,6%,4%,0%,0%,2%,0%,0%,0%,0%,"Murton, Catherine",
,,,,,,,,,,,,,,,,Sikkema,
NURS,3050,101,Psychosocial Nursing,96%,4%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Busby, Kevin Earle",
NURS,3050,201,Psychosocial Nursing,95%,3%,0%,0%,0%,0%,0%,2%,0%,0%,0%,0%,"Wetsel, Margaret A",
NURS,3100,101,Health Assessment,61%,37%,2%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Mayfield, Megan",
,,,,,,,,,,,,,,,,Elizabeth,
NURS,3100,201,Health Assessment,37%,63%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Thrift, Jason R",
Course Sections that meet the following conditions are not included: Undergraduate classes with less than 10 students or Graduate classes with less than 5,,,,,,,,,,,,,,,,,
students.,"In addition, if a section has all but 1 student making a common grade (example: All but one student makes a ""B"" in a class), the section is excluded.",,,,,,,,,,,,,,,,
"Wednesday, July 5, 2023",,,,,,,,,,,,,,,,Page 121 of 151,
Grades Report for 202301,,,,,,,,,,,,,,,,,
Course,Numbe,Section,Course Title,A,B,C,D,F,P,F(P),W,I,SCP,SCN,SCD,Instructor,Honor
NURS,3100,202,Health Assessment,53%,44%,0%,3%,0%,0%,0%,0%,0%,0%,0%,0%,"Thrift, Jason R",
NURS,3120,1,Foundations of Nursing,12%,81%,5%,0%,0%,0%,0%,2%,0%,0%,0%,0%,"Bagwell, Jennifer",
,,,,,,,,,,,,,,,,Elizabeth,
NURS,3190,301,Health Assessment for RNs,85%,10%,5%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Hendrix, Lani Nykel",
NURS,3230,1,Gerontology Nursing,93%,8%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Rahemi, Zahra",
NURS,3300,101,Research in Nursing,96%,4%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Pickett, Kim Ann",
NURS,3300,201,Research in Nursing,81%,17%,0%,0%,0%,0%,0%,2%,0%,0%,0%,0%,"Hopkins, Casey",
,,,,,,,,,,,,,,,,Skelnik,
NURS,3330,101,Health Care Genetics,92%,8%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"DeLuca, Jane Marie",
NURS,3330,201,Health Care Genetics,51%,44%,2%,1%,0%,0%,0%,2%,0%,0%,0%,0%,"Ward, Linda D",
NURS,3330,202,Health Care Genetics (HON,91%,9%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Ward, Linda D",H
NURS,3330,301,Health Care Genetics,65%,35%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"DeLuca, Jane Marie",
NURS,3330,401,Health Care Genetics,46%,46%,8%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Ward, Linda D",
NURS,3400,1,Pharmther Nursing,35%,44%,5%,9%,5%,0%,0%,2%,0%,0%,0%,0%,"Murton, Catherine",
,,,,,,,,,,,,,,,,Sikkema,
NURS,4010,1,Mental Health Nurs,60%,40%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Garrard, Lindsey",
,,,,,,,,,,,,,,,,Rebecca,
NURS,4110,1,Nursing of Children,53%,45%,2%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Busby, Terry Kaye",
NURS,4120,1,Nurs Women and Fam,34%,64%,2%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Shepherd, Erin Nicole",
NURS,4150,101,Community Health Nursing,96%,4%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Newton, Angela R",
NURS,8050,400,Pharmaco Adv Nurs,59%,41%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Seawright, Jenna",
,,,,,,,,,,,,,,,,Lynn,
NURS,8230,400,NP Clinical Practicum I,92%,5%,3%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Miller, Lisa B",
NURS,8240,400,NP Clinical Practicum II,92%,5%,3%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Miller, Lisa B",
NURS,8790,400,Special Topics in Nursing,0%,0%,0%,0%,0%,100%,0%,0%,0%,0%,0%,0%,"Cromer, Carl T",
NURS,8790,401,DNP Completion,0%,0%,0%,0%,0%,100%,0%,0%,0%,0%,0%,0%,"Davis, Stephanie",
,,,,,,,,,,,,,,,,Clark,
Course Sections that meet the following conditions are not included: Undergraduate classes with less than 10 students or Graduate classes with less than 5,,,,,,,,,,,,,,,,,
students.,"In addition, if a section has all but 1 student making a common grade (example: All but one student makes a ""B"" in a class), the section is excluded.",,,,,,,,,,,,,,,,
"Wednesday, July 5, 2023",,,,,,,,,,,,,,,,Page 122 of 151,
Grades Report for 202301,,,,,,,,,,,,,,,,,
Course,Numbe,Section,Course Title,A,B,C,D,F,P,F(P),W,I,SCP,SCN,SCD,Instructor,Honor
NURS,8850,400,Mental Health in Primary C,83%,17%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Brooks, Calissa",
,,,,,,,,,,,,,,,,Leeshell,
NUTR,2030,1,Intro Princ of Human Nutri,54%,36%,5%,1%,2%,0%,0%,1%,0%,0%,0%,0%,"Jesch, Elliot D",
NUTR,2030,2,Intro Princ of Human Nutri,60%,37%,3%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Jesch, Elliot D",
NUTR,2040,1,Nutrition Across Life Cycle,73%,26%,0%,1%,0%,0%,0%,0%,0%,0%,0%,0%,"Stamatikos, Alexis",
,,,,,,,,,,,,,,,,Dimitrios,
NUTR,3010,1,Food and Culture,88%,12%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Corbett, Bridgit",
,,,,,,,,,,,,,,,,Denise,
NUTR,4070,1,Quantity Food Production,83%,8%,0%,0%,0%,0%,0%,8%,0%,0%,0%,0%,"Corbett, Bridgit",
,,,,,,,,,,,,,,,,Denise,
NUTR,4250,1,Medica Nutr Thera II,73%,27%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Haley-Zitlin, Vivian J",
NUTR,4260,1,Community Nutrition,76%,22%,0%,2%,0%,0%,0%,0%,0%,0%,0%,0%,"Fraser, Angela M",
NUTR,4550,1,Human Nutr & Metabolis,51%,37%,11%,2%,0%,0%,0%,0%,0%,0%,0%,0%,"Jesch, Elliot D",
PA,2010,1,Career Planning and Prof D,82%,0%,0%,9%,0%,0%,0%,0%,9%,0%,0%,0%,"Lapin, Eric J",
PA,2790,1,Perf Arts Pract I,48%,14%,10%,0%,19%,0%,0%,10%,0%,0%,0%,0%,"Moore, Kenneth W",
PA,2800,1,Perf Arts Pract II,60%,13%,7%,13%,7%,0%,0%,0%,0%,0%,0%,0%,"Moore, Kenneth W",
PA,4010,1,Capstone Project,43%,50%,0%,0%,7%,0%,0%,0%,0%,0%,0%,0%,"Penna, Anthony M",
PADM,7020,401,Research Methods,50%,40%,0%,0%,0%,0%,0%,10%,0%,0%,0%,0%,"Kalesnikaite, Vaiva",
PADM,8220,400,Public Policy Process,64%,27%,0%,0%,0%,0%,0%,0%,9%,0%,0%,0%,"Teklemariam,",
,,,,,,,,,,,,,,,,Nathan,
PADM,8220,401,Public Policy Process,80%,0%,20%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Yazykova Mellott,",
,,,,,,,,,,,,,,,,Ekaterina Mihailovna,
PADM,8290,400,Public Financial Managem,56%,31%,0%,0%,0%,0%,0%,0%,13%,0%,0%,0%,"Frager, Robert D",
PADM,8410,1,Public Data Analysis,79%,11%,5%,0%,5%,0%,0%,0%,0%,0%,0%,0%,"Bowers, Edmond",
,,,,,,,,,,,,,,,,Patrick,
PADM,8780,404,Public Health Emer. Respo,75%,25%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Malmin, Natasha",
,,,,,,,,,,,,,,,,Prudent,
Course Sections that meet the following conditions are not included: Undergraduate classes with less than 10 students or Graduate classes with less than 5,,,,,,,,,,,,,,,,,
students.,"In addition, if a section has all but 1 student making a common grade (example: All but one student makes a ""B"" in a class), the section is excluded.",,,,,,,,,,,,,,,,
"Wednesday, July 5, 2023",,,,,,,,,,,,,,,,Page 123 of 151,
Grades Report for 202301,,,,,,,,,,,,,,,,,
Course,Numbe,Section,Course Title,A,B,C,D,F,P,F(P),W,I,SCP,SCN,SCD,Instructor,Honor
PADM,8780,416,Regional Dev. for Sustaina,86%,14%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Dickes, Lori Ann",
PAS,3010,1,Intro to Pan African Studie,92%,5%,3%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Roland, Lorecia Kaifa-",
,,,,,,,,,,,,,,,,Aliya,
PDBE,8120,1,Seminar in EDP,0%,0%,0%,0%,0%,100%,0%,0%,0%,0%,0%,0%,"Kleiss, Michael",
,,,,,,,,,,,,,,,,Carlos Barrios,
PDBE,9900,12,Directed Studies,75%,25%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Joseph, Anjali",
PES,2020,1,Soils,23%,32%,34%,4%,2%,0%,0%,2%,2%,0%,0%,0%,"Park, Dara Michelle",
PES,4020,1,Plant Physiology Lab,71%,21%,0%,0%,0%,0%,0%,7%,0%,0%,0%,0%,"Liu, Haibo",
PES,4040,1,Plant Physiology,59%,35%,0%,6%,0%,0%,0%,0%,0%,0%,0%,0%,"Liu, Haibo",
PES,4050,1,Plant Breeding,87%,7%,0%,0%,0%,0%,0%,7%,0%,0%,0%,0%,"Saski, Christopher A",
PES,4520,1,Soil Fertility and Managem,55%,36%,0%,5%,0%,0%,0%,5%,0%,0%,0%,0%,"Liu, Haibo",
PES,4530,1,Soil Fertility Laboratory,71%,29%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Liu, Haibo",
PES,4550,1,Seminar,0%,0%,0%,0%,0%,95%,0%,5%,0%,0%,0%,0%,"Khanal, Churamani",
PES,4900,1,Soil Organisms in Plant Gro,45%,36%,9%,0%,0%,0%,0%,9%,0%,0%,0%,0%,"Appukuttan Suseela,",
,,,,,,,,,,,,,,,,Vidya,
PES,4960,2,Crop Science,57%,0%,0%,14%,0%,0%,0%,29%,0%,0%,0%,0%,"Narayanan Kutty,",
,,,,,,,,,,,,,,,,Sruthi,
PES,6900,1,Soil Organisms in Plant Gro,78%,11%,0%,0%,0%,0%,0%,11%,0%,0%,0%,0%,"Appukuttan Suseela,",
,,,,,,,,,,,,,,,,Vidya,
PES,8010,1,Crop Physiology and Nutrit,58%,33%,8%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Narayanan Kutty,",
,,,,,,,,,,,,,,,,Sruthi,
PES,8090,1,Analytical Technique,78%,11%,0%,0%,0%,0%,0%,0%,11%,0%,0%,0%,Tharayil-,
,,,,,,,,,,,,,,,,"Santhakumar,",
,,,,,,,,,,,,,,,,Nishanth,
PES,8250,1,Seminar,0%,0%,0%,0%,0%,100%,0%,0%,0%,0%,0%,0%,"Khanal, Churamani",
PES,9910,15,Doctoral Dissertation Rese,0%,0%,0%,0%,0%,100%,0%,0%,0%,0%,0%,0%,"Appukuttan Suseela,",
,,,,,,,,,,,,,,,,Vidya,
PES,9910,33,Doctoral Dissertation Rese,0%,0%,0%,0%,0%,100%,0%,0%,0%,0%,0%,0%,"Rustgi, Sachin",
Course Sections that meet the following conditions are not included: Undergraduate classes with less than 10 students or Graduate classes with less than 5,,,,,,,,,,,,,,,,,
students.,"In addition, if a section has all but 1 student making a common grade (example: All but one student makes a ""B"" in a class), the section is excluded.",,,,,,,,,,,,,,,,
"Wednesday, July 5, 2023",,,,,,,,,,,,,,,,Page 124 of 151,
Grades Report for 202301,,,,,,,,,,,,,,,,,
Course,Numbe,Section,Course Title,A,B,C,D,F,P,F(P),W,I,SCP,SCN,SCD,Instructor,Honor
PHIL,1000,1,Intro to the Philosophy Ma,0%,0%,0%,0%,0%,100%,0%,0%,0%,0%,0%,0%,"Smith, Kelly C",
PHIL,1010,1,Intro to Philosophic Proble,50%,32%,9%,3%,3%,0%,0%,3%,0%,0%,0%,0%,"Stegall, David L",
