Grades Report for 202308,,,,,,,,,,,,,,
Course,Numbe,Section,Course Title,A,B,C,D,F,P,F(P),W,I,Instructor,Honor
,,,,,,,,,,,,,VG,
POSC,1010,6,American National Government,47%,29%,15%,2%,4%,0%,0%,2%,0%,"Lopez, Ramon Edgardo",
POSC,1010,7,American National Government,35%,49%,9%,3%,0%,0%,0%,3%,0%,"Lopez, Ramon Edgardo",
POSC,1010,8,American National Government,71%,22%,4%,1%,1%,0%,0%,1%,0%,"Wallner, James Ian Terry",
POSC,1010,9,American National Government,73%,21%,2%,2%,2%,0%,0%,0%,0%,"Wallner, James Ian Terry",
POSC,1010,10,American National Government,70%,19%,6%,4%,0%,0%,0%,1%,0%,"Wallner, James Ian Terry",
POSC,1010,12,American National Government,89%,5%,5%,0%,0%,0%,0%,0%,0%,"Wallner, James Ian Terry",
POSC,1010,13,American National Government,50%,25%,15%,10%,0%,0%,0%,0%,0%,"Carey, Robert T",
POSC,1020,1,Intro International Relations,49%,17%,15%,4%,11%,0%,0%,4%,0%,"Trask, Tara Elizabeth",
POSC,1020,2,Intro International Relations,52%,30%,2%,2%,9%,0%,0%,4%,2%,"Trask, Tara Elizabeth",
POSC,1020,3,Intro International Relations,44%,33%,6%,0%,6%,0%,0%,11%,0%,"Hunter, Sarah Gail",
POSC,1020,4,Intro International Relations,44%,37%,12%,5%,0%,0%,0%,2%,0%,"Petersheim, Meredith-Joy",
POSC,1020,5,Intro International Relations,60%,30%,5%,0%,3%,0%,0%,2%,0%,"Trask, Tara Elizabeth",
POSC,1030,1,Intro to Political Theory,67%,19%,7%,0%,0%,0%,0%,4%,4%,"Bunn, Philip Dane",
POSC,1030,2,Intro to Political Theory,70%,27%,0%,0%,0%,0%,0%,3%,0%,"Bunn, Philip Dane",
POSC,1030,3,Intro to Political Theory,42%,42%,8%,0%,8%,0%,0%,0%,0%,"Gross, Andrew",
POSC,1030,4,Intro to Political Theory,38%,24%,28%,7%,0%,0%,0%,3%,0%,"Krauss, Spencer James",
POSC,1030,5,Intro to Political Theory,45%,24%,28%,0%,0%,0%,0%,3%,0%,"Krauss, Spencer James",
POSC,1030,8,Intro to Political Theory,55%,34%,8%,3%,0%,0%,0%,0%,0%,"Lopez, Ramon Edgardo",
POSC,1030,9,Intro to Political Theory,28%,54%,8%,3%,5%,0%,0%,3%,0%,"Lopez, Ramon Edgardo",
POSC,1030,13,Intro to Political Theory,37%,37%,7%,4%,4%,0%,0%,7%,4%,"Gross, Andrew",
Course Sections that meet the following conditions are not included: Undergraduate classes with less than 10 students or Graduate classes with less than 5,,,,,,,,,,,,,,
students.,"In addition, if a section has all but 1 student making a common grade (example: All but one student makes a ""B"" in a class), the section is excluded.",,,,,,,,,,,,,
"Thursday, February 1, 2024",,,,,,,,,,,,,Page 119 of 135,
Grades Report for 202308,,,,,,,,,,,,,,
Course,Numbe,Section,Course Title,A,B,C,D,F,P,F(P),W,I,Instructor,Honor
POSC,1040,1,Intro Compar Pol,88%,4%,6%,0%,2%,0%,0%,0%,0%,"Tate, Andrew G",
POSC,1040,2,Intro Compar Pol,45%,38%,8%,8%,3%,0%,0%,0%,0%,"Trask, Tara Elizabeth",
POSC,1990,1,Intro Pol Sci,72%,18%,7%,1%,1%,0%,0%,1%,0%,"Petersheim, Meredith-Joy",
POSC,3020,1,State and Loc Gov,47%,38%,3%,0%,0%,0%,0%,6%,6%,"Ransom, Bruce W",
POSC,3020,2,State and Loc Gov,22%,63%,0%,0%,4%,0%,0%,11%,0%,"Ransom, Bruce W",
POSC,3050,7,Creative Inq in Political Sci,83%,17%,0%,0%,0%,0%,0%,0%,0%,"Trask, Tara Elizabeth",
POSC,3210,1,Public Admin,58%,27%,6%,6%,2%,0%,0%,0%,0%,"Carey, Robert T",
POSC,3410,1,Quant Meth in Pol Sc,54%,15%,8%,0%,8%,0%,0%,0%,15%,"Hunter, Sarah Gail",
POSC,3410,2,Quant Meth in Pol Sc,50%,50%,0%,0%,0%,0%,0%,0%,0%,"Hunter, Sarah Gail",
POSC,3510,1,Ancient Political Thought,73%,19%,0%,4%,0%,0%,0%,4%,0%,"Thomas, Adam Michael",
POSC,3530,2,Modern Political Thought,50%,36%,9%,2%,2%,0%,0%,0%,0%,"Turner, Brandon P",
POSC,3610,1,International Conflict,64%,28%,8%,0%,0%,0%,0%,0%,0%,"Jadoon, Amira Saleem",
POSC,3610,2,International Conflict,27%,38%,20%,0%,4%,0%,0%,11%,0%,"Hunter, Sarah Gail",
POSC,3620,1,Intl Organizations,47%,30%,7%,7%,7%,0%,0%,3%,0%,"Taydas, Zeynep",
POSC,3760,1,Democratization,70%,15%,4%,0%,2%,0%,0%,9%,0%,"Rhodes-Purdy, Matthew Henry",
POSC,3810,1,African Amer Politic,45%,55%,0%,0%,0%,0%,0%,0%,0%,"Ransom, Bruce W",
POSC,4050,1,The American Presidency,14%,36%,32%,5%,9%,0%,0%,5%,0%,"Warber, Adam L",
POSC,4080,1,Religion and World Politics,59%,35%,6%,0%,0%,0%,0%,0%,0%,"Olson, Laura R",
POSC,4160,1,Int Groups & Soc Mov,54%,33%,7%,0%,0%,0%,0%,4%,2%,"Olson, Laura R",
POSC,4210,1,Public Policy,22%,6%,56%,11%,0%,0%,0%,6%,0%,"Warber, Adam L",
POSC,4360,1,Law Courts Politics,53%,25%,5%,0%,3%,0%,0%,15%,0%,"Ura, Joseph Daniel",
POSC,4360,2,Law Courts Politics,81%,8%,4%,0%,0%,0%,0%,0%,8%,"Purvis, April Souria Williams",
POSC,4370,1,Constitut Law: Rights & Libert,32%,59%,7%,0%,2%,0%,0%,0%,0%,"Lasser, William",
POSC,4370,2,Constitut Law: Rights & Libert,70%,30%,0%,0%,0%,0%,0%,0%,0%,"Daniels, Eric D",
POSC,4380,1,Constitut Law: Struc of Gov,37%,31%,17%,0%,3%,0%,0%,11%,0%,"Wallner, James Ian Terry",
Course Sections that meet the following conditions are not included: Undergraduate classes with less than 10 students or Graduate classes with less than 5,,,,,,,,,,,,,,
students.,"In addition, if a section has all but 1 student making a common grade (example: All but one student makes a ""B"" in a class), the section is excluded.",,,,,,,,,,,,,
"Thursday, February 1, 2024",,,,,,,,,,,,,Page 120 of 135,
Grades Report for 202308,,,,,,,,,,,,,,
Course,Numbe,Section,Course Title,A,B,C,D,F,P,F(P),W,I,Instructor,Honor
POSC,4420,1,Pol Parties & Elect,51%,38%,8%,3%,0%,0%,0%,0%,0%,"Phillips, Stephen Christopher",
,,,,,,,,,,,,,VG,
POSC,4440,1,Populism,73%,16%,0%,5%,5%,0%,0%,0%,0%,"Rhodes-Purdy, Matthew Henry",
POSC,4530,1,American Political Thought,73%,25%,0%,0%,2%,0%,0%,0%,0%,"Postell, Samuel Sheridan",
POSC,4760,1,Middle East Politics,89%,0%,0%,0%,11%,0%,0%,0%,0%,"Azizi, Arash",
POSC,4770,1,Chinese Politics,25%,75%,0%,0%,0%,0%,0%,0%,0%,"Hu, Xiaobo",
POSC,4990,1,Capstone in Political Science,0%,0%,0%,0%,0%,98%,2%,0%,0%,"Petersheim, Meredith-Joy",
POST,8220,1,Policy Analy/Political Choice,85%,15%,0%,0%,0%,0%,0%,0%,0%,"Teklemariam, Nathan",
POST,9000,1,Prof Development Public Policy,0%,0%,0%,0%,0%,100%,0%,0%,0%,"Teklemariam, Nathan",
POST,9910,3,Doctoral Dissertation Research,0%,0%,0%,0%,0%,100%,0%,0%,0%,"Dickes, Lori Ann",
PRTM,1980,1,Creative Inquiry in PRTM I,0%,0%,0%,0%,0%,100%,0%,0%,0%,"Anderson, Denise Marie",
PRTM,1980,2,Employment& Hotel Operations 1,0%,0%,0%,0%,0%,100%,0%,0%,0%,"Dubin, Alexsandra Jo",
PRTM,2000,1,Profession & Practice in PRTM,60%,23%,12%,3%,1%,0%,1%,0%,0%,"Tucker, Teresa Walton",
PRTM,2000,2,Profession & Practice in PRTM,84%,11%,5%,0%,0%,0%,0%,0%,0%,"Bertazzo Tobar, Felipe",
PRTM,2000,3,Profession & Practice in PRTM,58%,26%,11%,0%,3%,0%,3%,0%,0%,"Jahn, Jocelyn B",
PRTM,2060,1,Practicum I,0%,0%,0%,0%,0%,100%,0%,0%,0%,"Townsend, Jeffrey D",
PRTM,2070,1,Practicum II,0%,0%,0%,0%,0%,100%,0%,0%,0%,"Townsend, Jeffrey D",
PRTM,2110,1,Sts Play Rec Tourism,65%,18%,7%,4%,4%,0%,0%,2%,1%,"White, David Lawrence",
PRTM,2200,1,Foundations of PRTM,64%,24%,9%,3%,0%,0%,0%,0%,0%,"Townsend, Jeffrey D",
PRTM,2200,2,Foundations of PRTM,46%,36%,10%,6%,2%,0%,0%,0%,0%,"Sharaievska, Iryna",
PRTM,2220,1,Program & Event Planning-PRTM,47%,40%,9%,1%,3%,0%,0%,0%,0%,"Townsend, Jeffrey D",
PRTM,2220,2,Program & Event Planning-PRTM,52%,42%,6%,0%,0%,0%,0%,0%,0%,"Bertazzo Tobar, Felipe",
PRTM,2260,1,Foundations of Mgt Adm in PRTM,19%,44%,27%,7%,1%,0%,0%,0%,1%,"Stephens, Lauren Elizabeth",
PRTM,2260,2,Foundations of Mgt Adm in PRTM,30%,30%,36%,4%,0%,0%,0%,0%,0%,"Chancellor, Herbert Charles",
PRTM,2540,1,Intro to Sport Mgt,58%,36%,2%,0%,2%,0%,0%,0%,2%,"Townsend, Jeffrey D",
Course Sections that meet the following conditions are not included: Undergraduate classes with less than 10 students or Graduate classes with less than 5,,,,,,,,,,,,,,
students.,"In addition, if a section has all but 1 student making a common grade (example: All but one student makes a ""B"" in a class), the section is excluded.",,,,,,,,,,,,,
"Thursday, February 1, 2024",,,,,,,,,,,,,Page 121 of 135,
Grades Report for 202308,,,,,,,,,,,,,,
Course,Numbe,Section,Course Title,A,B,C,D,F,P,F(P),W,I,Instructor,Honor
PRTM,3030,1,Professional Prep for PRTM,93%,5%,2%,0%,0%,0%,0%,0%,0%,"ORourke, Thomas John",
PRTM,3050,1,Safety/Risk Mgt PRTM,26%,53%,16%,0%,5%,0%,0%,0%,0%,"Anderson, Daniel Morgan",
PRTM,3050,2,Safety/Risk Mgt PRTM,67%,27%,7%,0%,0%,0%,0%,0%,0%,"Anderson, Daniel Morgan",
PRTM,3080,1,Leadership & Groups,63%,11%,21%,0%,0%,0%,0%,0%,5%,"Alvidrez, Kelly marie",
PRTM,3090,1,Behavioral Concepts,79%,15%,0%,0%,6%,0%,0%,0%,0%,"Lewis, Stephen Thomas",
PRTM,3200,1,Recreation Policy,59%,27%,10%,2%,2%,0%,0%,0%,0%,"Hallo, Jeffrey Charles",
PRTM,3220,1,Facilitation Techniques in RT,91%,9%,0%,0%,0%,0%,0%,0%,0%,"Lewis, Stephen Thomas",
PRTM,3230,1,Prof Prep for RT Practice,91%,5%,5%,0%,0%,0%,0%,0%,0%,"Hickman-Glanton, Zikeya Kierra",
PRTM,3240,1,Assessment & Planning in RT,91%,9%,0%,0%,0%,0%,0%,0%,0%,"Adams, Emilie Viktoria",
PRTM,3250,1,Global Persp in Rec,76%,20%,2%,0%,0%,0%,0%,0%,2%,"Outley, Corlis De Andra",
PRTM,3250,2,Global Persp in Rec,79%,13%,4%,0%,0%,0%,0%,0%,4%,"Lewis, Stephen Thomas",
PRTM,3300,1,Visit Ser & Interp,79%,14%,7%,0%,0%,0%,0%,0%,0%,"Brownlee, Matthew Tyler",
,,,,,,,,,,,,,James,
PRTM,3420,1,Intro to Tourism & Event Mgt,82%,14%,5%,0%,0%,0%,0%,0%,0%,"Ramshaw, Gregory Philip",
PRTM,3440,1,Tourism Markets,88%,12%,0%,0%,0%,0%,0%,0%,0%,"Williams, Christopher Robert",
PRTM,3450,1,Tourism Management,62%,24%,12%,2%,0%,0%,0%,0%,0%,"Duffy, Lauren N",
PRTM,3470,1,Sport Tourism and Events,65%,30%,6%,0%,0%,0%,0%,0%,0%,"Ramshaw, Gregory Philip",
PRTM,3500,1,Global Challenges in PRTM,89%,5%,5%,0%,0%,0%,0%,0%,0%,"Brookover, Robert S",
PRTM,3500,3,GLCH in Conservation & Sus,35%,55%,10%,0%,0%,0%,0%,0%,0%,"Machlis, Gary Edward",
PRTM,3500,4,Global Challenges in PRTM,95%,0%,5%,0%,0%,0%,0%,0%,0%,"Brookover, Robert S",
PRTM,3500,5,Global Challenges in PRTM,84%,16%,0%,0%,0%,0%,0%,0%,0%,"Brookover, Robert S",
PRTM,3600,1,Recreation & Amateur Sport Mgt,42%,37%,11%,5%,5%,0%,0%,0%,0%,"Arthur-Banning, Skye Gerald",
PRTM,3610,1,Rec Sport Facility/Venue Mgt,85%,13%,3%,0%,0%,0%,0%,0%,0%,"Sabin, Eric",
PRTM,3640,1,Prog Trends College Athletics,74%,16%,5%,0%,5%,0%,0%,0%,0%,"Williams, Christopher Robert",
PRTM,3920,1,Special Event Management,93%,5%,0%,0%,3%,0%,0%,0%,0%,"Davis, Pamela L",
Course Sections that meet the following conditions are not included: Undergraduate classes with less than 10 students or Graduate classes with less than 5,,,,,,,,,,,,,,
students.,"In addition, if a section has all but 1 student making a common grade (example: All but one student makes a ""B"" in a class), the section is excluded.",,,,,,,,,,,,,
"Thursday, February 1, 2024",,,,,,,,,,,,,Page 122 of 135,
Grades Report for 202308,,,,,,,,,,,,,,
Course,Numbe,Section,Course Title,A,B,C,D,F,P,F(P),W,I,Instructor,Honor
PRTM,3980,1,Employment& Hotel Operations 2,60%,40%,0%,0%,0%,0%,0%,0%,0%,"Dubin, Alexsandra Jo",
PRTM,4030,1,Elem of Rec/Pk Plan,61%,17%,17%,0%,0%,0%,0%,6%,0%,"Gaines, Samuel P",
PRTM,4090,2,Recreation Research Methods I,58%,25%,8%,8%,0%,0%,0%,0%,0%,"Browning, Matthew H E Mutel",
PRTM,4230,1,Adaptive Sports and Recreation,69%,15%,8%,0%,8%,0%,0%,0%,0%,"Townsend, Jasmine Nutter",
PRTM,4230,2,Adaptive Sports and Recreation,79%,14%,0%,0%,7%,0%,0%,0%,0%,"Townsend, Jeffrey D",
PRTM,4470,1,Perspect Intl Travel,56%,26%,19%,0%,0%,0%,0%,0%,0%,"Park, Sunwoo",
PRTM,4470,2,Perspect Intl Travel,67%,33%,0%,0%,0%,0%,0%,0%,0%,"Duffy, Lauren N",
PRTM,4540,1,Trends in Sport Mgt,50%,50%,0%,0%,0%,0%,0%,0%,0%,"Hardie, Ashlyn Nicole",
PRTM,4740,2,Adv Rec Resource Mgt,64%,27%,9%,0%,0%,0%,0%,0%,0%,"Dagan, Danielle",
PRTM,4900,3,EDGE Mentorship,80%,0%,0%,0%,0%,0%,0%,0%,20%,"Stephens, Lauren Elizabeth",
PRTM,8070,3,Human Dimen of Rec Behavior,70%,30%,0%,0%,0%,0%,0%,0%,0%,"Beeco, John Adam",
PRTM,8140,1,Adv Quant Methods for PRTM,80%,20%,0%,0%,0%,0%,0%,0%,0%,"Gagnon, Ryan Joseph",
PRTM,9000,2,Mixed Methods,50%,38%,0%,0%,13%,0%,0%,0%,0%,"Crowe, Brandi M",
PSYC,1810,1,"Stress, Coping and Flourishing",81%,11%,3%,2%,2%,0%,0%,0%,1%,"Pury, Cynthia Lynn",
PSYC,2010,1,Intro to Psychology,37%,29%,23%,4%,1%,0%,0%,5%,1%,"Jorgensen, Jo",
PSYC,2010,2,Intro to Psychology,62%,30%,5%,1%,0%,0%,0%,0%,2%,"Mitchell, Keisha Ann",
PSYC,2010,3,Intro to Psychology,54%,26%,12%,3%,3%,0%,0%,3%,0%,"Pak, Chong Hyon",
PSYC,2010,4,Intro to Psychology,46%,28%,14%,9%,1%,0%,0%,1%,0%,"Taylor, Mary A",
PSYC,2010,5,Intro to Psychology (HON),94%,6%,0%,0%,0%,0%,0%,0%,0%,"Pagano, Christopher C",H
PSYC,2030,1,Fundamentals of Psych Science,89%,7%,0%,2%,0%,0%,0%,1%,0%,"Mitchell, Keisha Ann",
PSYC,2750,1,Transportation Psych,68%,26%,5%,0%,2%,0%,0%,0%,0%,"King, Savana",
PSYC,3060,1,Human Sexual Behavior,61%,20%,12%,2%,1%,0%,0%,3%,2%,"Jorgensen, Jo",
PSYC,3090,100,Intro Experimental Psychology,24%,12%,14%,25%,17%,0%,0%,8%,0%,"Grandits, Jennifer Bailey",
PSYC,3090,200,Intro Experimental Psychology,41%,44%,7%,7%,0%,0%,0%,0%,0%,"Agrawal, Shubham",
PSYC,3090,300,Intro Experimental Psychology,88%,6%,0%,0%,6%,0%,0%,0%,0%,"Mogle, Jacqueline",
Course Sections that meet the following conditions are not included: Undergraduate classes with less than 10 students or Graduate classes with less than 5,,,,,,,,,,,,,,
students.,"In addition, if a section has all but 1 student making a common grade (example: All but one student makes a ""B"" in a class), the section is excluded.",,,,,,,,,,,,,
"Thursday, February 1, 2024",,,,,,,,,,,,,Page 123 of 135,
Grades Report for 202308,,,,,,,,,,,,,,
Course,Numbe,Section,Course Title,A,B,C,D,F,P,F(P),W,I,Instructor,Honor
PSYC,3090,400,Intro Experimental Psychology,54%,38%,0%,0%,0%,0%,0%,8%,0%,"O'Hara, Robert M",
PSYC,3100,110,Advanced Experimental Psych,65%,35%,0%,0%,0%,0%,0%,0%,0%,"Sanborn, Sarah Mae",
PSYC,3100,120,Advanced Experimental Psych,37%,40%,10%,3%,7%,0%,0%,3%,0%,"Sanborn, Sarah Mae",
PSYC,3100,130,Advanced Experimental Psych,50%,46%,4%,0%,0%,0%,0%,0%,0%,"Sanborn, Sarah Mae",
PSYC,3100,140,Advanced Experimental Psych,53%,33%,13%,0%,0%,0%,0%,0%,0%,"Sanborn, Sarah Mae",
PSYC,3100,150,Advanced Experimental Psych,38%,31%,15%,15%,0%,0%,0%,0%,0%,"Sanborn, Sarah Mae",
PSYC,3100,160,Advanced Experimental Psych,46%,44%,8%,0%,0%,0%,0%,0%,3%,"Sanborn, Sarah Mae",
PSYC,3100,200,Advanced Experimental Psych,45%,30%,5%,5%,5%,0%,0%,10%,0%,"Stephens, Benjamin R",
PSYC,3210,1,Psychology of Music,65%,12%,24%,0%,0%,0%,0%,0%,0%,"Cantalupo, Claudio",
PSYC,3210,2,Psychology of Music,50%,50%,0%,0%,0%,0%,0%,0%,0%,"Cantalupo, Claudio",
PSYC,3220,1,Sensation and Perception,47%,37%,11%,5%,0%,0%,0%,0%,0%,"Tyrrell, Richard A",
PSYC,3220,3,Sensation and Perception,26%,33%,30%,7%,0%,0%,0%,4%,0%,"Pagano, Christopher C",
PSYC,3240,1,Physiological Psych,35%,14%,22%,12%,6%,0%,0%,10%,0%,"Cantalupo, Claudio",
PSYC,3240,2,Physiological Psych,31%,28%,8%,11%,3%,0%,0%,18%,0%,"Pilcher, June J.",
PSYC,3240,3,Physiological Psych,46%,18%,22%,6%,3%,0%,0%,4%,1%,"Cantalupo, Claudio",
PSYC,3330,1,Cognitive Psych,61%,24%,11%,3%,0%,0%,0%,1%,0%,"Byrne, Kaileigh Angela",
PSYC,3340,101,Cognitive Psych Lab,82%,15%,3%,0%,0%,0%,0%,0%,0%,"Six, Stephanie Gabrielle",
PSYC,3340,102,Cognitive Psych Lab,82%,12%,3%,0%,0%,0%,0%,0%,3%,"Six, Stephanie Gabrielle",
PSYC,3350,1,Human Factors Psychology,75%,19%,0%,0%,0%,0%,0%,6%,0%,"Souders, Dustin Joshua",
PSYC,3350,2,Human Factors Psychology,28%,61%,6%,0%,0%,0%,0%,6%,0%,"Baringer, Kathryn M",
PSYC,3400,1,Lifespan Developmental Psych,56%,29%,6%,3%,1%,0%,0%,4%,1%,"Limber, Susan P.",
PSYC,3400,2,Lifespan Developmental Psych,64%,28%,6%,0%,1%,0%,0%,0%,0%,"Limber, Susan P.",
PSYC,3450,1,Adulthood and Aging,57%,28%,8%,2%,5%,0%,0%,2%,0%,"Phillips, Christine Baiers",
PSYC,3620,1,Sport Psychology,47%,37%,14%,1%,0%,0%,0%,0%,0%,"McKibben, Eric S",
PSYC,3640,1,Industrial Psychology,68%,23%,4%,3%,0%,0%,0%,1%,0%,"Traylor, Allison M",
Course Sections that meet the following conditions are not included: Undergraduate classes with less than 10 students or Graduate classes with less than 5,,,,,,,,,,,,,,
students.,"In addition, if a section has all but 1 student making a common grade (example: All but one student makes a ""B"" in a class), the section is excluded.",,,,,,,,,,,,,
"Thursday, February 1, 2024",,,,,,,,,,,,,Page 124 of 135,
Grades Report for 202308,,,,,,,,,,,,,,
Course,Numbe,Section,Course Title,A,B,C,D,F,P,F(P),W,I,Instructor,Honor
PSYC,3680,1,Organizational Psych,20%,57%,18%,5%,0%,0%,0%,0%,0%,"McKibben, Eric S",
PSYC,3680,2,Organizational Psych,61%,31%,8%,0%,0%,0%,0%,0%,0%,"Boucher, Erica Rose",
PSYC,3680,3,Organizational Psych,36%,29%,21%,14%,0%,0%,0%,0%,0%,"Graham, Baylor Ann",
PSYC,3700,1,Personality,55%,38%,6%,0%,0%,0%,0%,1%,0%,"Cotterill, Ben Francis",
PSYC,3700,2,Personality,29%,30%,26%,11%,0%,0%,0%,4%,0%,"Hester, John Robert",
PSYC,3830,1,Abnormal Psychology,82%,16%,1%,0%,0%,0%,0%,0%,0%,"Bennett, Brooke Lauren",
PSYC,3830,2,Abnormal Psychology (HON),95%,5%,0%,0%,0%,0%,0%,0%,0%,"Baker, Anna",H
PSYC,3830,3,Abnormal Psychology,76%,17%,4%,1%,1%,0%,0%,0%,0%,"Baker, Anna",
PSYC,3890,1,Forensic Psychology,65%,24%,10%,1%,0%,0%,0%,0%,0%,"Cotterill, Ben Francis",
PSYC,3890,2,Psych of Religion,33%,20%,7%,7%,20%,0%,0%,13%,0%,"Andaji Garmaroudi, Saeed",
PSYC,4080,1,Women and Psychology,52%,28%,16%,4%,0%,0%,0%,0%,0%,"Kowalski, Robin Marie",
PSYC,4080,2,Women and Psychology,56%,28%,12%,0%,0%,0%,0%,4%,0%,"Kowalski, Robin Marie",
PSYC,4880,1,Theories of Psychotherapy,53%,26%,5%,5%,5%,0%,0%,5%,0%,"Quick, Lucinda Sorciere Shealy",
PSYC,4890,1,Community Psychology,65%,24%,0%,6%,0%,0%,0%,0%,6%,"Small, Mark A",
PSYC,4890,3,Neuropsyc&Criminal Beh,61%,33%,0%,0%,0%,0%,0%,6%,0%,"Cotterill, Ben Francis",
PSYC,4890,4,Decision Making & Risk,69%,23%,8%,0%,0%,0%,0%,0%,0%,"Allan, Jinan Nimati",
PSYC,4930,100,Pract Clinical Psych,80%,15%,5%,0%,0%,0%,0%,0%,0%,"Zinzow, Heidi Marie",
PSYC,4980,443,Applied Vision & HF,75%,0%,25%,0%,0%,0%,0%,0%,0%,"Sarno, Dawn Marie",
PSYC,4980,511,Div Train in Orgs,88%,0%,13%,0%,0%,0%,0%,0%,0%,"Traylor, Allison M",
PSYC,8100,1,Research Design I,73%,23%,0%,0%,4%,0%,0%,0%,0%,"Rosopa, Patrick J",
PSYC,8610,1,Personnel Psychology,57%,29%,0%,0%,14%,0%,0%,0%,0%,"Raymark, Patrick H",
PSYC,8620,1,Org Psychology,50%,45%,0%,0%,5%,0%,0%,0%,0%,"Sinclair, Robert Raymond",
PSYC,9910,231,Doctoral Dissertation Research,0%,0%,0%,0%,0%,100%,0%,0%,0%,"Porter, Marissa Leigh Shuffler",
RCID,8130,3,Misinformation/ Disinformation,75%,13%,13%,0%,0%,0%,0%,0%,0%,"Linvill, Darren L",
RCID,9910,6,Dissertation,0%,0%,0%,0%,0%,100%,0%,0%,0%,"Blakesley, David E",
Course Sections that meet the following conditions are not included: Undergraduate classes with less than 10 students or Graduate classes with less than 5,,,,,,,,,,,,,,
students.,"In addition, if a section has all but 1 student making a common grade (example: All but one student makes a ""B"" in a class), the section is excluded.",,,,,,,,,,,,,
"Thursday, February 1, 2024",,,,,,,,,,,,,Page 125 of 135,
Grades Report for 202308,,,,,,,,,,,,,,
Course,Numbe,Section,Course Title,A,B,C,D,F,P,F(P),W,I,Instructor,Honor
RED,8000,1,Real Estate Develop Process,68%,32%,0%,0%,0%,0%,0%,0%,0%,"Buckman, Stephen Thomas",
RED,8010,1,Real Estate Market Analysis,29%,59%,0%,0%,0%,0%,0%,0%,12%,"Reed, Brian Alan",
RED,8040,1,Practicum in Residential Devel,75%,25%,0%,0%,0%,0%,0%,0%,0%,"Buckman, Stephen Thomas",
RED,8050,1,Practicum in Commercial Devel,75%,25%,0%,0%,0%,0%,0%,0%,0%,"Buckman, Stephen Thomas",
RED,8100,1,Real Estate Seminar Roundtable,78%,11%,11%,0%,0%,0%,0%,0%,0%,"Read, Dustin C",
RED,8110,1,Internship in Real Estate Dev,0%,0%,0%,0%,0%,100%,0%,0%,0%,"Herrick, Amy Matthews",
RED,8130,1,Real Est Dev Strategic Plan,33%,50%,0%,0%,0%,0%,0%,17%,0%,"Hughes, Phillip Rivers",
RED,8890,2,Selected Topics-Comm. Leasing,44%,31%,25%,0%,0%,0%,0%,0%,0%,"Read, Dustin C",
REL,1020,2,World Religions,75%,25%,0%,0%,0%,0%,0%,0%,0%,"Stephens, Robert J",
REL,1020,3,World Religions,76%,18%,6%,0%,0%,0%,0%,0%,0%,"Stephens, Robert J",
REL,2010,1,Global Challenges and Religion,21%,59%,12%,0%,0%,0%,0%,9%,0%,"Patterson, Brett C",
REL,2010,2,Global Challenges and Religion,38%,38%,9%,0%,3%,0%,0%,13%,0%,"Patterson, Brett C",
REL,2010,3,Global Challenges and Religion,34%,49%,6%,3%,3%,0%,0%,6%,0%,"Patterson, Brett C",
REL,3020,1,New Testament Lit,44%,44%,6%,0%,3%,0%,0%,3%,0%,"White, Benjamin L",
REL,3030,1,The Quran,58%,25%,17%,0%,0%,0%,0%,0%,0%,"Saif, Mashal",
REL,3050,1,Constructing Scripture,24%,29%,24%,0%,0%,0%,0%,19%,5%,"White, Benjamin L",
REL,3070,1,The Christian Tradition,28%,34%,14%,0%,0%,0%,0%,24%,0%,"Patterson, Brett C",
REL,3140,1,Buddhism in China,42%,50%,0%,0%,0%,0%,0%,8%,0%,"An, Yanming",
REL,3150,1,Islam,54%,29%,8%,4%,0%,0%,0%,4%,0%,"Saif, Mashal",
REL,3520,1,Biblical Hebrew I,50%,9%,23%,0%,0%,0%,0%,18%,0%,"Thames, John T",
RS,4010,1,Human Ecology,65%,35%,0%,0%,0%,0%,0%,0%,0%,"Robinson, Kenneth L",
RUSS,1010,1,Elementary Russian,71%,14%,14%,0%,0%,0%,0%,0%,0%,"Morris, Stephanie Elysse",
RUSS,2010,1,Intermediate Russ,70%,20%,0%,0%,0%,0%,0%,10%,0%,"Volkova, Olga Anatolyevna",
RUSS,3400,1,19th C Russ Culture,62%,14%,10%,0%,0%,0%,0%,5%,10%,"Volkova, Olga Anatolyevna",
RUSS,3610,1,Russn Lit Since 1910,59%,32%,9%,0%,0%,0%,0%,0%,0%,"Volkova, Olga Anatolyevna",
Course Sections that meet the following conditions are not included: Undergraduate classes with less than 10 students or Graduate classes with less than 5,,,,,,,,,,,,,,
students.,"In addition, if a section has all but 1 student making a common grade (example: All but one student makes a ""B"" in a class), the section is excluded.",,,,,,,,,,,,,
"Thursday, February 1, 2024",,,,,,,,,,,,,Page 126 of 135,
Grades Report for 202308,,,,,,,,,,,,,,
Course,Numbe,Section,Course Title,A,B,C,D,F,P,F(P),W,I,Instructor,Honor
SAP,8020,2,Study Abroad Hybrid Grad,0%,0%,0%,0%,0%,100%,0%,0%,0%,"Wilson, Meredith Fant",
SOC,2010,1,Introduction to Sociology,67%,11%,13%,2%,4%,0%,0%,2%,0%,"Coffman, Carolyn Candace",
SOC,2010,2,Introduction to Sociology,73%,17%,8%,0%,0%,0%,0%,2%,0%,"Coffman, Carolyn Candace",
SOC,2010,3,Introduction to Sociology,87%,12%,0%,0%,0%,0%,0%,0%,0%,"Mannheimer, Andrew Herman",
